stop_id,stop_name,stop_lat,stop_lon,ligne
CLGE,Chalonges,47.18916104,-1.47255701,"[{'numLigne': '102'}, {'numLigne': '112'}, {'numLigne': '122'}, {'numLigne': '152'}, {'numLigne': '27'}, {'numLigne': '60'}, {'numLigne': 'C9'}]"
CLMO,Cimetière La Montagne,47.18729268,-1.68645864,"[{'numLigne': '138'}, {'numLigne': '158'}, {'numLigne': '78'}]"
CLNA,Colonac,47.22513023,-1.60283325,"[{'numLigne': 'C20'}, {'numLigne': 'LO'}]"
CLOT,Clotais,47.19302513,-1.71820783,"[{'numLigne': '128'}, {'numLigne': '138'}, {'numLigne': '158'}, {'numLigne': '78'}]"
CLPT,Clépettre,47.29664257,-1.54707526,[{'numLigne': 'LCE'}]
CLRO,Clos Roux,47.19812466,-1.74978398,"[{'numLigne': '128'}, {'numLigne': '138'}, {'numLigne': '158'}, {'numLigne': '78'}]"
CLSE,Closeaux,47.23995337,-1.62759856,[{'numLigne': '50'}]
CLTT,Châlet,47.22936286,-1.54443781,[{'numLigne': 'C6'}]
CLUE,Clouet,47.16753189,-1.51090184,[{'numLigne': '47'}]
CLZE,Clouzeaux,47.17930576,-1.49272643,[{'numLigne': 'E4'}]
CMAR,Cirque - Marais,47.21803334,-1.55723184,"[{'numLigne': '12'}, {'numLigne': '23'}, {'numLigne': '2B'}, {'numLigne': '3B'}, {'numLigne': 'C2'}, {'numLigne': 'LO'}]"
CMCI,Clémencière,47.26954128,-1.43554844,"[{'numLigne': '127'}, {'numLigne': '135'}, {'numLigne': '137'}, {'numLigne': '67'}, {'numLigne': 'C7'}]"
CMLL,Charmille,47.25708257,-1.60611395,"[{'numLigne': '116'}, {'numLigne': '179'}, {'numLigne': '50'}, {'numLigne': '79'}]"
CMNE,Commune 1871,47.19933781,-1.49970975,"[{'numLigne': '102'}, {'numLigne': '27'}]"
CMOU,Clos du Moulin,47.14511753,-1.52130508,"[{'numLigne': '104'}, {'numLigne': 'C4'}]"
CMRA,Cormerais,47.19475301,-1.62715773,"[{'numLigne': '131'}, {'numLigne': '81'}]"
CMSY,Carrière Misery,47.19978561,-1.58008758,"[{'numLigne': '81'}, {'numLigne': 'C20'}, {'numLigne': 'LO'}]"
CMUS,Camus,47.21921361,-1.57291706,"[{'numLigne': '11'}, {'numLigne': '23'}, {'numLigne': 'C1'}, {'numLigne': 'C3'}, {'numLigne': 'C6'}]"
CNAV,Chantiers Navals,47.20895696,-1.56727727,"[{'numLigne': '1'}, {'numLigne': '11'}, {'numLigne': '1B'}, {'numLigne': '23'}, {'numLigne': 'C1'}, {'numLigne': 'LO'}]"
CNCE,Chenonceau,47.27263937,-1.43444392,"[{'numLigne': '127'}, {'numLigne': '137'}]"
CNGO,Congo,47.24067675,-1.60913647,"[{'numLigne': '59'}, {'numLigne': '89'}]"
CNLA,Canal,47.216118,-1.47170042,"[{'numLigne': '162'}, {'numLigne': 'C9'}]"
CNNT,Chemin Nantais,47.28869323,-1.43372399,[{'numLigne': '135'}]
CNON,Chinon,47.27416824,-1.42899425,"[{'numLigne': '127'}, {'numLigne': '137'}, {'numLigne': '67'}]"
CNTR,Centaure,47.1700726,-1.62717988,[{'numLigne': '36'}]
CNVR,Chêne Vert,47.28625269,-1.43950764,[{'numLigne': '135'}]
COAY,Corlay,47.20794884,-1.64412854,[{'numLigne': '81'}]
COCH,Cochard,47.22402387,-1.55052864,"[{'numLigne': '2B'}, {'numLigne': 'C1'}, {'numLigne': 'C6'}]"
COET,Les Couëts,47.18064454,-1.58674555,"[{'numLigne': '2'}, {'numLigne': '3'}, {'numLigne': '3B'}]"
COHO,Chohonnière,47.26319622,-1.4860353,[{'numLigne': '87'}]
COLI,Colinière,47.23588381,-1.508414,"[{'numLigne': '12'}, {'numLigne': '127'}, {'numLigne': '137'}, {'numLigne': '147'}, {'numLigne': '157'}, {'numLigne': '87'}]"
COMM,Commerce,47.21357223,-1.55598188,"[{'numLigne': '1'}, {'numLigne': '11'}, {'numLigne': '2'}, {'numLigne': '23'}, {'numLigne': '26'}, {'numLigne': '2B'}, {'numLigne': '3'}, {'numLigne': '3B'}, {'numLigne': '54'}, {'numLigne': 'C1'}, {'numLigne': 'C2'}, {'numLigne': 'C3'}, {'numLigne': 'LC'}, {'numLigne': 'LN'}, {'numLigne': 'LO'}, {'numLigne': 'NA'}]"
CONI,Corniche,47.25261848,-1.59440839,[{'numLigne': '79'}]
COQU,Coquelicots,47.22246368,-1.72890142,[{'numLigne': '91'}]
CORA,Conraie,47.26092905,-1.58840441,"[{'numLigne': '109'}, {'numLigne': '116'}, {'numLigne': '2B'}, {'numLigne': '50'}, {'numLigne': '89'}]"
COST,Cousteau,47.23987594,-1.51293285,"[{'numLigne': '1B'}, {'numLigne': 'C7'}]"
COTA,Coutancière,47.30620126,-1.56008462,"[{'numLigne': '116'}, {'numLigne': '126'}, {'numLigne': '86'}]"
COUD,Coudray,47.23213372,-1.542391,[{'numLigne': 'C6'}]
CP3R,Chapelles,47.1652164,-1.53965688,[{'numLigne': '33'}]
CP4L,Chapelle Laënnec,47.23536751,-1.63783808,[{'numLigne': '93'}]
CPER,Copernic,47.21489962,-1.56467059,"[{'numLigne': '11'}, {'numLigne': '23'}, {'numLigne': 'C1'}, {'numLigne': 'C3'}]"
CPGT,Capitaine Grant,47.26183568,-1.66944367,"[{'numLigne': '139'}, {'numLigne': '149'}, {'numLigne': '159'}, {'numLigne': '169'}, {'numLigne': '69'}]"
CPRE,Chaupières,47.24317344,-1.49505175,"[{'numLigne': '147'}, {'numLigne': '157'}, {'numLigne': '87'}]"
CPTE,Chapelet,47.1324438,-1.64221491,[{'numLigne': '98'}]
CQGU,Chat-qui-Guette,47.19196413,-1.69711679,"[{'numLigne': '138'}, {'numLigne': '158'}, {'numLigne': '78'}, {'numLigne': 'E8'}]"
CQLU,Coqueluchon,47.18383096,-1.47032832,[{'numLigne': '42'}]
CRAI,Clairais,47.27556478,-1.43862013,"[{'numLigne': '127'}, {'numLigne': '135'}, {'numLigne': '137'}, {'numLigne': 'C7'}]"
CRBE,Corberie,47.15241896,-1.52381138,"[{'numLigne': '104'}, {'numLigne': 'C4'}]"
CRCE,Courocerie,47.2517659,-1.49937116,"[{'numLigne': '127'}, {'numLigne': '147'}, {'numLigne': '157'}, {'numLigne': '80'}, {'numLigne': '87'}]"
CREZ,Château de Rezé,47.18480505,-1.559703,"[{'numLigne': '2'}, {'numLigne': '3'}, {'numLigne': '3B'}]"
CRME,Crémetterie,47.21827436,-1.60840954,[{'numLigne': '23'}]
CRNO,Corbon,47.21332134,-1.46092737,"[{'numLigne': '162'}, {'numLigne': 'C9'}]"
CROU,Chemin Rouge,47.25169783,-1.51761998,"[{'numLigne': '1B'}, {'numLigne': '77'}, {'numLigne': '80'}, {'numLigne': '85'}]"
CRPO,Criport,47.15831755,-1.50363779,[{'numLigne': '47'}]
CRQU,Place du Cirque,47.21669457,-1.55687002,"[{'numLigne': '11'}, {'numLigne': '2'}, {'numLigne': '23'}, {'numLigne': '2B'}, {'numLigne': '3B'}, {'numLigne': 'C1'}, {'numLigne': 'C2'}, {'numLigne': 'C6'}, {'numLigne': 'LC'}, {'numLigne': 'LN'}, {'numLigne': 'LO'}]"
CRRO,Claire Roman,47.15472868,-1.59131723,[{'numLigne': '38'}]
CRSA,Croissant,47.24101799,-1.52994279,"[{'numLigne': 'C1'}, {'numLigne': 'LN'}]"
CRTI,Crétinières,47.2765335,-1.55315709,"[{'numLigne': '116'}, {'numLigne': '86'}]"
CRVA,Cravate,47.24327939,-1.5882992,[{'numLigne': '79'}]
CSAY,Chassay,47.24585103,-1.48492755,[{'numLigne': '80'}]
CSCL,Cimetière St-Clair,47.2166407,-1.59295454,[{'numLigne': '23'}]
CSER,La Chapelle-sur-Erdre,47.29942423,-1.55005779,"[{'numLigne': '116'}, {'numLigne': '126'}, {'numLigne': '86'}, {'numLigne': '96'}, {'numLigne': 'LCE'}, {'numLigne': 'LCN'}, {'numLigne': 'LCO'}]"
CSGR,Cassegrain,47.1876792,-1.48738031,[{'numLigne': '42'}]
CSHB,Carrières,47.20824349,-1.6382025,[{'numLigne': '91'}]
CSIB,Clos Siban,47.21023004,-1.64588445,[{'numLigne': '91'}]
CSMP,Casimir Périer,47.23198412,-1.56816468,"[{'numLigne': '10'}, {'numLigne': '26'}]"
CSRI,Classerie,47.16817448,-1.55875707,[{'numLigne': '33'}]
CSTA,Collège Ste-Anne,47.29495652,-1.49241167,"[{'numLigne': '105'}, {'numLigne': '135'}]"
CSTE,Casterneau,47.22714308,-1.53277404,"[{'numLigne': '11'}, {'numLigne': '12'}]"
CSVA,Conservatoire,47.20705845,-1.5327755,"[{'numLigne': '26'}, {'numLigne': '5'}, {'numLigne': 'LS'}]"
CTAR,Cotalard,47.28614972,-1.53770908,[{'numLigne': 'LCE'}]
CTBO,Coteaux,47.18437689,-1.66932799,[{'numLigne': '78'}]
CTEU,Caboteurs,47.18638564,-1.58743057,[{'numLigne': '36'}]
CTIE,Châtelier,47.18484027,-1.59313035,[{'numLigne': '36'}]
CTLI,Courteline,47.23647823,-1.58700659,"[{'numLigne': 'C20'}, {'numLigne': 'LO'}]"
CTNS,Carterons,47.21822349,-1.73928815,"[{'numLigne': '131'}, {'numLigne': '71'}]"
CTOR,Clos Toreau,47.19439301,-1.52908506,"[{'numLigne': '4'}, {'numLigne': 'LS'}]"
CTRE,Chantrerie,47.28171379,-1.51687336,"[{'numLigne': '115'}, {'numLigne': '75'}, {'numLigne': 'C6'}, {'numLigne': 'LC'}]"
CTYY,Coty,47.2490792,-1.48806811,"[{'numLigne': '137'}, {'numLigne': 'C7'}]"
CUGA,Gare de Couëron,47.22181322,-1.72435658,[{'numLigne': '91'}]
CUIE,Chausserie,47.14946482,-1.70434728,[{'numLigne': '98'}]
CUPI,Coupries,47.19158591,-1.46731259,"[{'numLigne': '152'}, {'numLigne': '60'}]"
CURI,Curie,47.19046894,-1.48744749,[{'numLigne': '27'}]
CUVI,Cuvier,47.21071002,-1.57401403,"[{'numLigne': '11'}, {'numLigne': '23'}, {'numLigne': 'C1'}]"
CVBL,Cheveux Blancs,47.26554693,-1.63505413,"[{'numLigne': '119'}, {'numLigne': '129'}, {'numLigne': '189'}, {'numLigne': '89'}]"
CVDO,Cimetière de Vieux Doulon,47.23849235,-1.50040266,"[{'numLigne': '147'}, {'numLigne': '157'}, {'numLigne': '87'}]"
CVER,Chapeau Verni,47.18911155,-1.50928208,"[{'numLigne': '172'}, {'numLigne': '4'}, {'numLigne': '42'}]"
CVLE,Chevalerie,47.2522148,-1.54517072,[{'numLigne': '26'}]
CVNI,Chauvinière,47.25148527,-1.57210222,[{'numLigne': 'C20'}]
CVRN,Cheverny,47.24548843,-1.60539129,"[{'numLigne': '129'}, {'numLigne': '139'}, {'numLigne': '149'}, {'numLigne': '159'}, {'numLigne': '169'}, {'numLigne': '189'}, {'numLigne': '3B'}, {'numLigne': '50'}, {'numLigne': '89'}]"
CVTI,Convention,47.21145223,-1.58662535,"[{'numLigne': '10'}, {'numLigne': '11'}]"
CXFS,Croix des Fosses,47.21251409,-1.46628916,[{'numLigne': '60'}]
CZIN,Chézine,47.23380498,-1.5993729,[{'numLigne': '89'}]
DAKK,Danemark,47.26097867,-1.49857702,"[{'numLigne': '77'}, {'numLigne': '85'}]"
DALB,Dalby,47.22564089,-1.5292279,"[{'numLigne': '11'}, {'numLigne': '12'}, {'numLigne': '1B'}]"
DANU,Danube,47.30455016,-1.50183802,"[{'numLigne': '85'}, {'numLigne': '95'}]"
DAVU,Davum,47.26475017,-1.49620153,[{'numLigne': '77'}]
DAYA,Dayat,47.20086884,-1.67426307,"[{'numLigne': '50'}, {'numLigne': '81'}, {'numLigne': '91'}]"
DCAN,Duchesse Anne-Château,47.21630505,-1.54705966,"[{'numLigne': '1'}, {'numLigne': '1B'}, {'numLigne': '4'}]"
DCFF,Du Chaffault,47.20748089,-1.58157605,"[{'numLigne': '1'}, {'numLigne': '1B'}]"
DEMO,Desmoulins,47.23347087,-1.52133117,"[{'numLigne': '11'}, {'numLigne': '1B'}]"
DERV,Dervallières,47.22889513,-1.59808602,"[{'numLigne': 'C20'}, {'numLigne': 'C6'}, {'numLigne': 'LO'}]"
DIAN,Diane,47.23966265,-1.57811502,"[{'numLigne': '12'}, {'numLigne': 'LO'}]"
DIDE,Espace Diderot,47.18374838,-1.56298168,"[{'numLigne': '2'}, {'numLigne': '3'}, {'numLigne': '30'}, {'numLigne': '33'}, {'numLigne': '3B'}, {'numLigne': 'LS'}]"
DLCR,Delacroix,47.22360815,-1.58936784,[{'numLigne': 'C3'}]
DLLE,Drillet,47.2348355,-1.66623091,[{'numLigne': '93'}]
DLME,Delorme,47.2157127,-1.56459769,"[{'numLigne': '11'}, {'numLigne': '23'}, {'numLigne': '26'}, {'numLigne': '54'}, {'numLigne': 'C1'}, {'numLigne': 'C3'}, {'numLigne': 'C6'}]"
DMAI,Domaine,47.17836307,-1.46954327,"[{'numLigne': '42'}, {'numLigne': 'E4'}]"
DMUR,Dumont d'Urville,47.22587166,-1.63633918,"[{'numLigne': '50'}, {'numLigne': '93'}]"
DNAI,Danais,47.21368938,-1.58969749,[{'numLigne': '23'}]
DOCE,Doucet,47.27796857,-1.63266866,[{'numLigne': '179'}]
DOLT,Dolto,47.21650999,-1.63617274,[{'numLigne': '71'}]
DOME,Doumer,47.22182421,-1.57826385,"[{'numLigne': '11'}, {'numLigne': '23'}, {'numLigne': 'C1'}, {'numLigne': 'C3'}, {'numLigne': 'C6'}]"
DOTT,Douettée,47.20775964,-1.49833108,"[{'numLigne': '152'}, {'numLigne': '162'}, {'numLigne': '30'}, {'numLigne': 'C9'}]"
DPTE,Déportés,47.19715306,-1.49228559,[{'numLigne': '27'}]
DRAD,Désirade,47.27784786,-1.48417198,[{'numLigne': '85'}]
DRID,Druides,47.23861884,-1.50742048,"[{'numLigne': '12'}, {'numLigne': '127'}, {'numLigne': '137'}, {'numLigne': '147'}, {'numLigne': '157'}, {'numLigne': '87'}]"
DRLA,Drouillard,47.18013487,-1.67733351,"[{'numLigne': '138'}, {'numLigne': '158'}, {'numLigne': '88'}]"
DROI,Droitière,47.30794338,-1.37325031,[{'numLigne': '67'}]
DSAI,Desaix,47.22624932,-1.54328641,"[{'numLigne': 'C1'}, {'numLigne': 'LN'}]"
DSNE,Desnerie,47.27793949,-1.54081936,[{'numLigne': 'LCE'}]
DUKA,Dukas,47.23488283,-1.60209701,[{'numLigne': '89'}]
DUNA,Dunant,47.24391964,-1.52129149,[{'numLigne': '11'}]
DUTR,Duguay Trouin,47.22429674,-1.61665433,[{'numLigne': 'C3'}]
EBCA,Embarcadère,47.19408468,-1.64653306,"[{'numLigne': '81'}, {'numLigne': 'NBI'}]"
ECBU,Écobuts,47.19393956,-1.50764703,"[{'numLigne': '102'}, {'numLigne': '28'}]"
ECHO,Échoppes,47.14306629,-1.68643787,"[{'numLigne': '88'}, {'numLigne': '98'}]"
ECOS,Écosse,47.21511407,-1.52622014,[{'numLigne': 'C3'}]
ECSU,École Centrale-Audencia,47.24812474,-1.55161943,"[{'numLigne': '2'}, {'numLigne': '2B'}, {'numLigne': '66'}, {'numLigne': '75'}, {'numLigne': '80'}, {'numLigne': 'C20'}, {'numLigne': 'E5'}]"
ECTE,Enchanterie,47.23061054,-1.52337263,"[{'numLigne': '11'}, {'numLigne': '1B'}]"
EDIP,Edith Piaf,47.22827482,-1.62408849,[{'numLigne': 'C3'}]
EDNA,Édit de Nantes,47.21441073,-1.56846833,"[{'numLigne': '11'}, {'numLigne': '23'}, {'numLigne': 'C1'}, {'numLigne': 'C3'}]"
EDRE,Erdreau,47.29114983,-1.50127235,"[{'numLigne': '75'}, {'numLigne': 'E5'}]"
EGAN,Eglantine,47.23518001,-1.5881015,"[{'numLigne': 'C20'}, {'numLigne': 'LO'}]"
EGLI,Egalité,47.20922862,-1.58844494,"[{'numLigne': '1'}, {'numLigne': '10'}, {'numLigne': '11'}, {'numLigne': '1B'}, {'numLigne': '81'}, {'numLigne': 'C20'}, {'numLigne': 'LO'}]"
EINS,Einstein,47.26413048,-1.57104228,"[{'numLigne': '50'}, {'numLigne': '96'}]"
ELIS,Eglise,47.16854462,-1.72018447,"[{'numLigne': '118'}, {'numLigne': '98'}]"
EMBE,Embellie,47.26545322,-1.51834723,"[{'numLigne': 'C6'}, {'numLigne': 'LC'}]"
ENCO,Ennerie - Corbon,47.14187671,-1.70496308,"[{'numLigne': '108'}, {'numLigne': '98'}]"
EPEL,Écoles,47.19752281,-1.7591214,"[{'numLigne': '128'}, {'numLigne': '138'}, {'numLigne': '148'}, {'numLigne': '78'}]"
EPIN,Épinais,47.13623648,-1.61055297,[{'numLigne': '98'}]
EPYY,Epinay,47.29234637,-1.48692971,[{'numLigne': '85'}]
EQPE,Équipement,47.22389035,-1.57577086,[{'numLigne': '54'}]
ERAC,Erdre Active,47.28314269,-1.54410872,[{'numLigne': 'LCE'}]
ERDI,Éraudière,47.24264226,-1.53521809,"[{'numLigne': '23'}, {'numLigne': 'C6'}]"
ESCA,Escall,47.19939893,-1.503282,"[{'numLigne': '102'}, {'numLigne': '27'}]"
ESOR,Écoles,47.14665823,-1.52907292,"[{'numLigne': '104'}, {'numLigne': 'C4'}]"
ESUE,Eugène Sue,47.23329312,-1.59589711,[{'numLigne': '89'}]
EUCA,Europe,47.26016529,-1.50407499,[{'numLigne': '77'}]
EUVE,Europe,47.17300614,-1.47629459,"[{'numLigne': '102'}, {'numLigne': '192'}, {'numLigne': '28'}]"
EVET,École Vétérinaire,47.29095344,-1.52336413,"[{'numLigne': '115'}, {'numLigne': '75'}]"
EVRD,Evardière,47.29879071,-1.56616373,[{'numLigne': 'LCO'}]
FACU,Facultés,47.24682767,-1.55536079,"[{'numLigne': '2'}, {'numLigne': '2B'}, {'numLigne': '75'}, {'numLigne': 'C20'}, {'numLigne': 'LC'}, {'numLigne': 'LN'}]"
FADI,Fardière,47.19841902,-1.6069459,"[{'numLigne': '81'}, {'numLigne': 'C20'}, {'numLigne': 'E1'}]"
FALI,Fallières,47.22502725,-1.57942376,[{'numLigne': '54'}]
FANE,Faneurs,47.21377376,-1.70193386,"[{'numLigne': '101'}, {'numLigne': '71'}, {'numLigne': '91'}]"
FATA,Fantaisie,47.2526975,-1.56822243,"[{'numLigne': '116'}, {'numLigne': '126'}, {'numLigne': '86'}, {'numLigne': '96'}]"
FAUV,Fauvelière,47.28299968,-1.50531922,"[{'numLigne': '115'}, {'numLigne': '95'}]"
FBAU,François Baudry,47.26228759,-1.67199149,"[{'numLigne': '139'}, {'numLigne': '149'}, {'numLigne': '159'}, {'numLigne': '169'}, {'numLigne': '69'}]"
FBLA,Fresche Blanc,47.25290149,-1.55686119,"[{'numLigne': '116'}, {'numLigne': '26'}, {'numLigne': '2B'}, {'numLigne': '86'}, {'numLigne': 'LC'}, {'numLigne': 'LN'}]"
FDDR,Fac de Droit,47.24369562,-1.55209091,"[{'numLigne': '80'}, {'numLigne': 'E5'}]"
FDLE,Fac de Lettres,47.24541603,-1.55181925,"[{'numLigne': '2B'}, {'numLigne': '80'}, {'numLigne': 'C20'}, {'numLigne': 'E5'}]"
FERI,Ferrière,47.2443575,-1.59102357,"[{'numLigne': '109'}, {'numLigne': '3'}, {'numLigne': '3B'}, {'numLigne': '79'}]"
FFAU,Félix Faure,47.22698903,-1.56938663,"[{'numLigne': '26'}, {'numLigne': '3'}, {'numLigne': '3B'}]"
FGRI,Fief Guérin,47.14388036,-1.66049085,[{'numLigne': '88'}]
FLAN,Flandre,47.28575364,-1.54681321,[{'numLigne': 'LCE'}]
FLEU,Fleuriaye,47.29920327,-1.5001299,"[{'numLigne': '75'}, {'numLigne': '85'}, {'numLigne': '95'}, {'numLigne': 'E5'}]"
FLRI,Floride,47.21348186,-1.60369399,[{'numLigne': '11'}]
FLTR,Flora Tristan,47.17579736,-1.54372512,"[{'numLigne': '104'}, {'numLigne': 'C4'}]"
FLUR,Fleurs,47.21590864,-1.71809144,"[{'numLigne': '131'}, {'numLigne': '71'}]"
FMIT,François Mitterrand,47.22203468,-1.63790515,"[{'numLigne': '1'}, {'numLigne': '111'}, {'numLigne': '1B'}, {'numLigne': '50'}, {'numLigne': '71'}, {'numLigne': '91'}, {'numLigne': '93'}]"
FNLL,Fresnel,47.24304037,-1.5233441,[{'numLigne': '11'}]
FNSO,Fenaison,47.26970664,-1.59248947,"[{'numLigne': '109'}, {'numLigne': '179'}]"
FOCH,Foch-Cathédrale,47.21925313,-1.55044639,"[{'numLigne': '11'}, {'numLigne': '12'}, {'numLigne': '4'}, {'numLigne': 'C1'}, {'numLigne': 'C6'}, {'numLigne': 'LC'}, {'numLigne': 'LN'}]"
FOND,Fonderies,47.20642091,-1.543699,[{'numLigne': '5'}]
FORU,Forum d'Orvault,47.25407117,-1.61515199,"[{'numLigne': '119'}, {'numLigne': '129'}, {'numLigne': '139'}, {'numLigne': '189'}, {'numLigne': '89'}]"
FOTA,Fontaine,47.20554189,-1.4891854,"[{'numLigne': '122'}, {'numLigne': '152'}, {'numLigne': 'C9'}]"
FOUL,Foulquier,47.30972771,-1.54630536,[{'numLigne': '86'}]
FRAC,Frachon,47.21895013,-1.62022527,"[{'numLigne': '1'}, {'numLigne': '1B'}]"
FRBA,Frébaudière,47.2724675,-1.62762836,"[{'numLigne': '179'}, {'numLigne': '79'}]"
FRCH,Fraîches,47.17455019,-1.48948053,"[{'numLigne': '102'}, {'numLigne': '192'}, {'numLigne': '28'}]"
FRET,Forêt,47.2443432,-1.57554795,[{'numLigne': 'C2'}]
FRGA,Frégate,47.23524567,-1.47610372,[{'numLigne': '80'}]
FRII,François II,47.21848493,-1.68311956,"[{'numLigne': '101'}, {'numLigne': '71'}]"
FRKL,Franklin,47.22590418,-1.61968194,[{'numLigne': 'C3'}]
FRMO,Frémoire,47.15328061,-1.4763428,[{'numLigne': '47'}]
FRNE,Frênes,47.2532385,-1.487572,"[{'numLigne': '107'}, {'numLigne': '117'}, {'numLigne': '127'}, {'numLigne': '147'}, {'numLigne': '157'}, {'numLigne': '80'}]"
FRON,Frêne Rond,47.19026089,-1.4964168,"[{'numLigne': '102'}, {'numLigne': '172'}, {'numLigne': '28'}]"
FRRR,Frères Rousseau,47.12616001,-1.62855094,[{'numLigne': '98'}]
FTAB,Félix Tableau,47.18801317,-1.54738515,"[{'numLigne': '97'}, {'numLigne': 'C4'}]"
FTDO,Fructidor,47.24010857,-1.55963273,"[{'numLigne': '26'}, {'numLigne': '2B'}]"
GADO,Gandonnière,47.30703916,-1.54054855,[{'numLigne': 'LCN'}]
GAGN,Gagnerie,47.23223523,-1.50709391,[{'numLigne': '12'}]
GAIL,Garillère,47.1925106,-1.52075715,[{'numLigne': '30'}]
GALH,Galheur,47.16673615,-1.57991548,[{'numLigne': '38'}]
GAMB,Gambetta,47.22361937,-1.53846843,"[{'numLigne': '11'}, {'numLigne': '12'}]"
GATI,Gâtine,47.21324994,-1.66012141,[{'numLigne': '91'}]
GAUT,Gautellerie,47.17741844,-1.60209659,"[{'numLigne': '36'}, {'numLigne': '78'}, {'numLigne': '88'}]"
GBLO,Grand Blottereau,47.22975836,-1.51114692,[{'numLigne': '12'}]
GBNI,Guiblinière,47.29240267,-1.52042422,"[{'numLigne': '115'}, {'numLigne': '75'}]"
GBTA,Grande-Bretagne,47.26220784,-1.50223727,[{'numLigne': '77'}]
GCAR,Grand Carcouët,47.23134815,-1.5921839,"[{'numLigne': '54'}, {'numLigne': 'C20'}, {'numLigne': 'LO'}]"
GCEN,Grande Censive,47.25205925,-1.54978913,"[{'numLigne': '26'}, {'numLigne': '2B'}, {'numLigne': '66'}, {'numLigne': '75'}, {'numLigne': '80'}]"
GCHE,Gachet,47.29264726,-1.52388364,"[{'numLigne': '115'}, {'numLigne': '75'}]"
GCSO,Glacisol,47.25150915,-1.50437908,[{'numLigne': '80'}]
GDCH,Gare de Chantenay,47.19779136,-1.59368488,"[{'numLigne': '10'}, {'numLigne': '81'}, {'numLigne': 'C1'}, {'numLigne': 'C20'}, {'numLigne': 'E1'}]"
GDEN,Goldens,47.16205211,-1.49967993,[{'numLigne': '47'}]
GDFI,Grand Fief,47.12571619,-1.62574668,[{'numLigne': '98'}]
GDNN,Gendronnerie,47.12702253,-1.6400967,[{'numLigne': '98'}]
GDOU,Grande Ouche,47.18133597,-1.57966252,"[{'numLigne': '2'}, {'numLigne': '3'}, {'numLigne': '3B'}]"
GDPI,Grande Pièce,47.1990716,-1.51039424,"[{'numLigne': '102'}, {'numLigne': '27'}]"
GDRE,Guindré,47.23922045,-1.53787973,[{'numLigne': 'C6'}]
GELL,Grande Noëlle,47.16232808,-1.50220869,[{'numLigne': '47'}]
GERA,Géraudière,47.26173999,-1.56716305,"[{'numLigne': '126'}, {'numLigne': '50'}, {'numLigne': '96'}]"
GESV,Gesvrine,47.26981296,-1.55213869,"[{'numLigne': '116'}, {'numLigne': '86'}]"
GEVR,Gesvres,47.26362612,-1.54864554,"[{'numLigne': '116'}, {'numLigne': '86'}]"
GGAU,Gergaudière,47.28965609,-1.58588183,[{'numLigne': 'LCO'}]
GGNO,Grignon,47.21647189,-1.46643829,"[{'numLigne': '162'}, {'numLigne': 'C9'}]"
GGUI,Gauguin,47.16692925,-1.55562893,[{'numLigne': '33'}]
GIAR,Gilarderie,47.18589884,-1.68252224,"[{'numLigne': '138'}, {'numLigne': '158'}, {'numLigne': '78'}, {'numLigne': 'E8'}]"
GIBR,Gibraye,47.2049566,-1.51755738,"[{'numLigne': '152'}, {'numLigne': '162'}, {'numLigne': 'C9'}]"
GIND,Gare d'Indre,47.20496928,-1.66254284,"[{'numLigne': '50'}, {'numLigne': '81'}, {'numLigne': '91'}, {'numLigne': 'NBI'}]"
GIQU,Gicquelière,47.25816395,-1.45842451,"[{'numLigne': '117'}, {'numLigne': '127'}, {'numLigne': '137'}, {'numLigne': '157'}, {'numLigne': '87'}, {'numLigne': 'C7'}]"
GLAU,Grillaud,47.22027019,-1.58158736,[{'numLigne': 'C3'}]
GLDE,Grande Lande,47.19229235,-1.49761927,"[{'numLigne': '102'}, {'numLigne': '172'}, {'numLigne': '28'}]"
GLEI,Grolerie,47.17268334,-1.47244142,"[{'numLigne': '102'}, {'numLigne': '112'}, {'numLigne': '122'}, {'numLigne': '192'}, {'numLigne': '28'}, {'numLigne': '60'}]"
GLIE,Gilière,47.29942955,-1.55257368,"[{'numLigne': '116'}, {'numLigne': '126'}, {'numLigne': '86'}, {'numLigne': '96'}, {'numLigne': 'LCE'}]"
GLNE,Galarne,47.20824284,-1.52968912,"[{'numLigne': '26'}, {'numLigne': '5'}, {'numLigne': 'LS'}]"
GLOU,Grange au Loup,47.26383873,-1.51545241,[{'numLigne': '95'}]
GMAR,Gare Maritime,47.20705322,-1.57295377,"[{'numLigne': '1'}, {'numLigne': '1B'}, {'numLigne': '81'}, {'numLigne': 'C20'}, {'numLigne': 'E1'}, {'numLigne': 'LO'}, {'numLigne': 'N1'}]"
GMOL,Guy Mollet,47.2492802,-1.55474569,"[{'numLigne': '2B'}, {'numLigne': '75'}, {'numLigne': 'C20'}, {'numLigne': 'LC'}, {'numLigne': 'LN'}]"
GNRA,Greneraie,47.19948912,-1.53288896,"[{'numLigne': '152'}, {'numLigne': '162'}, {'numLigne': '27'}, {'numLigne': '28'}, {'numLigne': '36'}, {'numLigne': '38'}, {'numLigne': '4'}, {'numLigne': 'C4'}, {'numLigne': 'C9'}, {'numLigne': 'E8'}, {'numLigne': 'LS'}]"
GOBI,Gobinière,47.24935726,-1.58702581,"[{'numLigne': '109'}, {'numLigne': '79'}]"
GOLF,Golf,47.23624819,-1.60431345,[{'numLigne': '89'}]
