stop_id,stop_name,stop_lat,stop_lon,ligne
GONI,Gournière,47.26837456,-1.54938768,"[{'numLigne': '116'}, {'numLigne': '86'}]"
GPOR,Grand Portail,47.20142037,-1.52364591,"[{'numLigne': '152'}, {'numLigne': '162'}, {'numLigne': 'C9'}]"
GPRO,Gare de Pont Rousseau,47.19308111,-1.54933848,"[{'numLigne': '2'}, {'numLigne': '3'}]"
GRAM,Grammoire,47.18357282,-1.4726878,[{'numLigne': '42'}]
GRCH,Grand Chemin,47.19727269,-1.7838164,[{'numLigne': '128'}]
GRET,Gare de l'Etat,47.2039646,-1.56043723,"[{'numLigne': '5'}, {'numLigne': '5B'}, {'numLigne': 'LC'}, {'numLigne': 'LN'}, {'numLigne': 'LO'}, {'numLigne': 'LS'}]"
GRIM,Grimm,47.21618687,-1.6455347,"[{'numLigne': '50'}, {'numLigne': '71'}, {'numLigne': '91'}]"
GRMA,Grimau,47.22829746,-1.65476667,[{'numLigne': '93'}]
GROR,Garenne,47.26507792,-1.62774187,[{'numLigne': '89'}]
GRPO,Gripots,47.19248962,-1.49168774,[{'numLigne': '27'}]
GRTE,Garotterie,47.22436152,-1.60687526,[{'numLigne': '59'}]
GRVI,Guérivières,47.20518393,-1.4673541,[{'numLigne': '60'}]
GRZI,Grezillières,47.21436811,-1.47831696,"[{'numLigne': '162'}, {'numLigne': 'C9'}]"
GSAN,George Sand,47.16582084,-1.54577558,[{'numLigne': '33'}]
GSEN,Grasse Noue,47.28024494,-1.58188223,[{'numLigne': 'LCO'}]
GSIN,Grassinière,47.16574186,-1.50786789,[{'numLigne': '47'}]
GSNO,Gare Nord,47.21782151,-1.54214643,"[{'numLigne': '1'}, {'numLigne': '1B'}]"
GSSU,Gare Sud,47.21531024,-1.54183218,"[{'numLigne': '5'}, {'numLigne': '54'}, {'numLigne': 'C2'}, {'numLigne': 'C3'}, {'numLigne': 'LS'}, {'numLigne': 'NA'}]"
GTAE,Grootaers,47.23971251,-1.5845989,"[{'numLigne': '12'}, {'numLigne': '59'}, {'numLigne': '96'}, {'numLigne': 'C20'}, {'numLigne': 'LO'}]"
GTLA,Garettes-Landreau,47.2730864,-1.63058567,"[{'numLigne': '179'}, {'numLigne': '79'}]"
GTVE,Gaston Veil,47.21016254,-1.55560165,"[{'numLigne': '26'}, {'numLigne': 'LN'}, {'numLigne': 'LO'}, {'numLigne': 'LS'}]"
GULO,Guilloterie,47.17254507,-1.55735797,[{'numLigne': '33'}]
GURO,Gustave Roch,47.20406998,-1.55198669,[{'numLigne': '26'}]
GVNO,Gare de Vertou Nord,47.18707351,-1.47848557,"[{'numLigne': '27'}, {'numLigne': '42'}]"
GVSU,Gare de Vertou Sud,47.18560278,-1.47666336,"[{'numLigne': '112'}, {'numLigne': '122'}, {'numLigne': '42'}, {'numLigne': '60'}]"
HALU,Haluchère-Batignolles,47.24936057,-1.52287449,"[{'numLigne': '1'}, {'numLigne': '11'}, {'numLigne': '187'}, {'numLigne': '1B'}, {'numLigne': '23'}, {'numLigne': '77'}, {'numLigne': '80'}, {'numLigne': '85'}, {'numLigne': '95'}, {'numLigne': 'C1'}, {'numLigne': 'LN'}]"
HARO,Harouys,47.21689016,-1.56706301,"[{'numLigne': '11'}, {'numLigne': '23'}, {'numLigne': '26'}, {'numLigne': '54'}, {'numLigne': 'C1'}, {'numLigne': 'C3'}, {'numLigne': 'C6'}]"
HAUB,Haubans,47.21462644,-1.53001825,"[{'numLigne': '5'}, {'numLigne': 'C3'}, {'numLigne': 'LS'}]"
HAVE,Halvêque,47.25746288,-1.52028452,"[{'numLigne': '1'}, {'numLigne': '1B'}, {'numLigne': '95'}]"
HBAN,Hangar à Bananes,47.20048109,-1.5728701,"[{'numLigne': '5'}, {'numLigne': '5B'}, {'numLigne': 'LC'}, {'numLigne': 'LN'}, {'numLigne': 'LO'}, {'numLigne': 'LS'}, {'numLigne': 'N2'}]"
HBDE,Halbarderie,47.26838103,-1.43798042,"[{'numLigne': '127'}, {'numLigne': '135'}, {'numLigne': '137'}, {'numLigne': '67'}, {'numLigne': 'C7'}]"
HBLI,Hôpital Bellier,47.22130324,-1.52428746,"[{'numLigne': '1'}, {'numLigne': '1B'}]"
HBRA,Herbray,47.15048552,-1.47099504,[{'numLigne': '47'}]
HCOU,Hauts de Couëron,47.24056965,-1.6697021,[{'numLigne': '93'}]
HDIE,Haudrière,47.15447112,-1.46758151,[{'numLigne': '47'}]
HERM,Hermeland,47.22996584,-1.6168089,"[{'numLigne': '59'}, {'numLigne': 'C6'}]"
HFLE,Hameau Fleuri,47.25097895,-1.5896581,[{'numLigne': '79'}]
HFVE,Haute Forêt,47.16831427,-1.4656595,"[{'numLigne': '112'}, {'numLigne': '122'}, {'numLigne': '192'}, {'numLigne': '97'}]"
HGNR,Haute Gournière,47.26786564,-1.54577813,[{'numLigne': 'E5'}]
HILE,Haute Ile,47.19464662,-1.55632322,[{'numLigne': '36'}]
HIND,Haute Indre,47.19540815,-1.6499352,"[{'numLigne': '81'}, {'numLigne': 'NBI'}]"
HIPP,Hippodrome,47.24705518,-1.5672813,"[{'numLigne': '26'}, {'numLigne': 'C20'}]"
HLAN,Haute Lande,47.15386538,-1.52365156,"[{'numLigne': '104'}, {'numLigne': 'C4'}]"
HLLR,Hillière,47.28782561,-1.42995678,[{'numLigne': '135'}]
HMLL,Houmaille,47.18910344,-1.58696919,[{'numLigne': '36'}]
HODI,Hôtel Dieu,47.21207602,-1.55494778,"[{'numLigne': '11'}, {'numLigne': '1B'}, {'numLigne': '2'}, {'numLigne': '26'}, {'numLigne': '3'}, {'numLigne': '3B'}, {'numLigne': '54'}, {'numLigne': 'C2'}, {'numLigne': 'C3'}, {'numLigne': 'LC'}, {'numLigne': 'LS'}, {'numLigne': 'NA'}]"
HOGR,Hongrie,47.21590797,-1.52403029,[{'numLigne': 'C3'}]
HOSE,Housseau,47.28107173,-1.49829865,"[{'numLigne': '115'}, {'numLigne': '95'}]"
HPLA,Hôpital Laënnec,47.23688456,-1.64086027,[{'numLigne': '93'}]
HREG,Hôtel de Région,47.2103433,-1.52614007,[{'numLigne': '26'}]
HRLL,Hérelle,47.20163226,-1.58669837,[{'numLigne': 'C1'}]
HVCQ,Mairie de Carquefou,47.29889879,-1.49031126,"[{'numLigne': '75'}, {'numLigne': '85'}, {'numLigne': '95'}]"
HVNA,Hôtel de Ville,47.21776749,-1.55443643,"[{'numLigne': '11'}, {'numLigne': '12'}, {'numLigne': 'C1'}, {'numLigne': 'C6'}, {'numLigne': 'LC'}, {'numLigne': 'LN'}]"
ICAM,ICAM,47.27365801,-1.50186879,"[{'numLigne': '115'}, {'numLigne': '95'}]"
ICOU,ICO,47.23850738,-1.63820369,[{'numLigne': '93'}]
IDFR,Île de France,47.16941272,-1.46785057,"[{'numLigne': '28'}, {'numLigne': '42'}, {'numLigne': '60'}, {'numLigne': '97'}]"
IDLO,Îles de Loire,47.21072691,-1.49034916,[{'numLigne': '30'}]
IDNA,Ile de Nantes,47.20631111,-1.53893314,"[{'numLigne': '4'}, {'numLigne': '5'}]"
IMPR,Imprimeurs,47.2386647,-1.67008841,[{'numLigne': '93'}]
INLA,Internat Laënnec,47.23500246,-1.64058805,[{'numLigne': '93'}]
INRE,Indre,47.20116504,-1.66833797,"[{'numLigne': '131'}, {'numLigne': '81'}, {'numLigne': '91'}, {'numLigne': 'E1'}]"
IROI,Iroise,47.24818171,-1.53654509,[{'numLigne': '23'}]
ISLE,Islettes,47.26333978,-1.47625538,"[{'numLigne': '107'}, {'numLigne': '147'}, {'numLigne': '87'}]"
IUTH,IUT,47.29788592,-1.50453644,"[{'numLigne': '85'}, {'numLigne': '95'}]"
JALI,Jalière,47.26414967,-1.59697649,"[{'numLigne': '109'}, {'numLigne': '179'}, {'numLigne': '50'}, {'numLigne': '79'}, {'numLigne': '89'}]"
JAME,Jamet,47.21007683,-1.60317888,"[{'numLigne': '1'}, {'numLigne': '1B'}, {'numLigne': 'LO'}]"
JANA,Jaunais,47.17605351,-1.53370492,"[{'numLigne': '30'}, {'numLigne': 'LS'}]"
JAPY,Japy,47.25928122,-1.5116844,[{'numLigne': '77'}]
JARI,Jarriais,47.21290228,-1.71905335,"[{'numLigne': '101'}, {'numLigne': '91'}, {'numLigne': 'E1'}]"
JAUR,Jacqueline Auriol,47.27133541,-1.47140072,[{'numLigne': '77'}]
JBAR,Jean Bart,47.19920583,-1.67546,"[{'numLigne': '50'}, {'numLigne': '81'}]"
JBNA,Jeanne Bernard,47.23590325,-1.59066715,"[{'numLigne': '59'}, {'numLigne': '89'}]"
JCAR,Jacques Cartier,47.22398045,-1.63633093,"[{'numLigne': '50'}, {'numLigne': '93'}]"
JCOU,Joncours,47.22000538,-1.58672381,"[{'numLigne': '10'}, {'numLigne': '11'}, {'numLigne': '23'}, {'numLigne': 'C1'}]"
JDGA,Jardins de Gaïa,47.15758297,-1.67828442,[{'numLigne': '88'}]
JFER,Jules Ferry,47.25072273,-1.48739206,"[{'numLigne': '107'}, {'numLigne': '117'}, {'numLigne': '127'}, {'numLigne': '147'}, {'numLigne': '157'}, {'numLigne': '80'}]"
JFRA,Jean Fraix,47.18603448,-1.54195702,[{'numLigne': '97'}]
JGUE,Jaguère,47.17552586,-1.56774566,[{'numLigne': '38'}]
JHDI,Jahardières,47.12540871,-1.64248443,[{'numLigne': '98'}]
JJCE,Jean Jaurès,47.30132429,-1.54979885,"[{'numLigne': '116'}, {'numLigne': '126'}, {'numLigne': '86'}]"
JJNA,Jean Jaurès,47.21838897,-1.56003382,"[{'numLigne': '3'}, {'numLigne': '3B'}]"
JLIE,Joliverie,47.18992188,-1.51952684,[{'numLigne': '30'}]
JLVE,Joliverie,47.18965147,-1.51738021,"[{'numLigne': '172'}, {'numLigne': '30'}, {'numLigne': '4'}, {'numLigne': '42'}, {'numLigne': 'LS'}]"
JMAC,Jean Macé,47.20055415,-1.5892624,"[{'numLigne': '10'}, {'numLigne': '81'}, {'numLigne': 'C1'}, {'numLigne': 'C20'}, {'numLigne': 'LO'}]"
JMLI,Jean Moulin,47.20712579,-1.59992166,"[{'numLigne': '1'}, {'numLigne': '11'}, {'numLigne': '1B'}, {'numLigne': '81'}]"
JMON,Jean Monnet,47.16626072,-1.46511753,"[{'numLigne': '102'}, {'numLigne': '112'}, {'numLigne': '122'}, {'numLigne': '192'}, {'numLigne': '97'}]"
JNAI,Jaunaie,47.21889815,-1.72783718,"[{'numLigne': '131'}, {'numLigne': '71'}, {'numLigne': '91'}]"
JNEA,Jauneau,47.27374646,-1.45013606,[{'numLigne': '135'}]
JNIG,Jean Ingres,47.22227374,-1.59680573,[{'numLigne': 'C3'}]
JNLI,Jonelière,47.25173237,-1.54077058,[{'numLigne': '26'}]
JOTE,Jouetterie,47.13181702,-1.66289073,[{'numLigne': '98'}]
JPER,Jean Perrin,47.18123083,-1.56072427,"[{'numLigne': '30'}, {'numLigne': 'LS'}]"
JPTR,Jupiter,47.28480858,-1.4560817,[{'numLigne': '77'}]
JROS,Jean Rostand,47.24579942,-1.59364253,"[{'numLigne': '3'}, {'numLigne': '3B'}]"
JTIC,Justice,47.20947259,-1.63128829,[{'numLigne': '91'}]
JUIV,Juiverie,47.21077751,-1.62477596,"[{'numLigne': '81'}, {'numLigne': '91'}]"
JUME,Jumelière,47.29430114,-1.4877315,[{'numLigne': '85'}]
JVAL,Jules Vallès,47.17343751,-1.5708955,[{'numLigne': '38'}]
JVNA,Jules Verne,47.24891698,-1.51728725,"[{'numLigne': '11'}, {'numLigne': '12'}]"
JVRA,Janvraie,47.19994542,-1.61234453,"[{'numLigne': '81'}, {'numLigne': 'C20'}]"
KERE,Keren,47.24441135,-1.53349459,[{'numLigne': 'C6'}]
KOEN,Koenig,47.1981254,-1.61551398,"[{'numLigne': '131'}, {'numLigne': '40'}, {'numLigne': '81'}]"
KOUF,Koufra,47.25025891,-1.53100788,"[{'numLigne': '23'}, {'numLigne': 'C6'}]"
LABE,Lac de Beaulieu,47.21942035,-1.69244445,"[{'numLigne': '101'}, {'numLigne': '71'}]"
LACH,L'Arche,47.21291368,-1.70847863,"[{'numLigne': '101'}, {'numLigne': '71'}, {'numLigne': '91'}]"
LADO,Ladoumègue,47.29614184,-1.48653946,[{'numLigne': '85'}]
LAGE,Largeau,47.1950328,-1.50997182,"[{'numLigne': '102'}, {'numLigne': '28'}, {'numLigne': '30'}]"
LAHA,La Haie,47.26094875,-1.47502649,"[{'numLigne': '105'}, {'numLigne': '107'}, {'numLigne': '135'}, {'numLigne': '147'}, {'numLigne': '87'}]"
LAIL,Les Ailes,47.17116491,-1.57416373,[{'numLigne': '38'}]
LALL,Lallié,47.22668625,-1.54635903,"[{'numLigne': 'C1'}, {'numLigne': 'C6'}]"
LAMA,Lamartine,47.21649203,-1.578799,[{'numLigne': 'C3'}]
LANA,Launay,47.26554341,-1.63253983,"[{'numLigne': '119'}, {'numLigne': '129'}, {'numLigne': '189'}, {'numLigne': '89'}]"
LAUR,Lauriers,47.20470843,-1.6047661,"[{'numLigne': '1'}, {'numLigne': '1B'}]"
LAXX,La Croix,47.16527571,-1.48670499,[{'numLigne': '97'}]
LBAU,Les Bauches,47.26336633,-1.67723271,"[{'numLigne': '139'}, {'numLigne': '149'}, {'numLigne': '159'}, {'numLigne': '169'}, {'numLigne': '69'}]"
LBER,Lindbergh,47.15502934,-1.5983375,"[{'numLigne': '38'}, {'numLigne': '98'}]"
LBOS,La Brosse,47.33298939,-1.56959138,[{'numLigne': 'LCN'}]
LBPI,L'Ebaupin,47.17161474,-1.51000653,[{'numLigne': '97'}]
LBUS,Les Buissons,47.27828439,-1.44357626,[{'numLigne': '135'}]
LCAR,Le Cardo,47.26187678,-1.58437255,"[{'numLigne': '109'}, {'numLigne': '116'}, {'numLigne': '2'}, {'numLigne': '2B'}, {'numLigne': '50'}, {'numLigne': '59'}, {'numLigne': '89'}, {'numLigne': 'C2'}]"
LCBU,Le Corbusier,47.19018691,-1.56860367,"[{'numLigne': '30'}, {'numLigne': '97'}, {'numLigne': 'LS'}]"
LCEE,La Carrée,47.16847775,-1.5439079,"[{'numLigne': '104'}, {'numLigne': '30'}, {'numLigne': 'C4'}, {'numLigne': 'LS'}]"
LCLE,La Coulée,47.26013301,-1.57471905,[{'numLigne': 'C2'}]
LCNE,Le Chêne,47.16526458,-1.48432715,[{'numLigne': '97'}]
LCOG,La Cogne,47.28758066,-1.55674105,"[{'numLigne': '116'}, {'numLigne': '126'}, {'numLigne': '86'}, {'numLigne': '96'}, {'numLigne': 'LCE'}]"
LCSE,La Close,47.24083446,-1.57277848,[{'numLigne': 'C2'}]
LCTE,La Côte,47.28205187,-1.56044113,"[{'numLigne': '126'}, {'numLigne': '96'}]"
LDAS,Landas,47.16933769,-1.51076745,[{'numLigne': '47'}]
LDRE,Landreau,47.2324793,-1.51597058,"[{'numLigne': '1'}, {'numLigne': '137'}, {'numLigne': '147'}, {'numLigne': '157'}, {'numLigne': '87'}]"
LDSS,Landas,47.17471102,-1.55989306,[{'numLigne': '33'}]
LEBP,L'Ebaupin,47.28430869,-1.44387011,[{'numLigne': '135'}]
LECH,Lechat,47.20408023,-1.58093056,"[{'numLigne': '10'}, {'numLigne': 'C1'}]"
LEGU,Leygues,47.20314541,-1.54200777,[{'numLigne': '26'}]
LEVO,Levoyer,47.193909,-1.58179815,[{'numLigne': '30'}]
LFAU,Les Faulx,47.15722956,-1.52270565,"[{'numLigne': '104'}, {'numLigne': 'C4'}]"
LFER,La Ferme,47.26424888,-1.68034232,"[{'numLigne': '139'}, {'numLigne': '141'}, {'numLigne': '149'}, {'numLigne': '159'}, {'numLigne': '169'}, {'numLigne': '69'}]"
LFLE,Laurier Fleuri,47.18834076,-1.48372835,"[{'numLigne': '27'}, {'numLigne': '42'}]"
LFOR,La Forêt,47.14947537,-1.63938699,[{'numLigne': '88'}]
LFVR,Lefeuvre,47.26686052,-1.49502977,[{'numLigne': '77'}]
LGAR,La Garde,47.25576216,-1.50918227,[{'numLigne': '80'}]
LGOF,Le Goffic,47.23043335,-1.56342357,"[{'numLigne': '12'}, {'numLigne': '23'}, {'numLigne': '2B'}, {'numLigne': 'C2'}, {'numLigne': 'LO'}]"
LGRI,La Grille,47.25101807,-1.48119652,"[{'numLigne': '117'}, {'numLigne': '127'}, {'numLigne': '137'}, {'numLigne': '157'}, {'numLigne': 'C7'}]"
LGTH,Lagathu,47.1803629,-1.53652635,[{'numLigne': '97'}]
LHAC,La Hache,47.26222776,-1.49893123,[{'numLigne': '77'}]
LHER,La Herdrie,47.19778397,-1.45414308,"[{'numLigne': '152'}, {'numLigne': '162'}, {'numLigne': '27'}]"
LHIE,La Haie,47.29013176,-1.54249845,[{'numLigne': 'LCE'}]
LHLE,Le Halleray,47.26975159,-1.45660101,"[{'numLigne': '117'}, {'numLigne': '135'}, {'numLigne': '157'}, {'numLigne': '87'}]"
LHOU,La Houssais,47.17420074,-1.55367431,"[{'numLigne': '30'}, {'numLigne': 'LS'}]"
LHPI,L'Hopitau,47.27226546,-1.55152318,"[{'numLigne': '116'}, {'numLigne': '86'}]"
LIBE,Libération,47.17728552,-1.67896934,"[{'numLigne': '138'}, {'numLigne': '158'}, {'numLigne': '88'}, {'numLigne': 'E8'}]"
LILA,Lilas,47.1376758,-1.46889686,[{'numLigne': '47'}]
LION,Lionnière,47.21866696,-1.6959573,"[{'numLigne': '101'}, {'numLigne': '71'}]"
LIPP,Lippmann,47.23834028,-1.52115348,[{'numLigne': '11'}]
LITT,Littré,47.21772316,-1.58232618,[{'numLigne': 'C3'}]
LJOS,Léon Jost,47.23629112,-1.56332179,"[{'numLigne': '26'}, {'numLigne': '2B'}]"
LLGR,Léo Lagrange,47.29727857,-1.55493247,"[{'numLigne': '116'}, {'numLigne': '126'}, {'numLigne': '86'}, {'numLigne': '96'}, {'numLigne': 'LCE'}]"
LLIO,Les Lions,47.24991585,-1.61550625,"[{'numLigne': '149'}, {'numLigne': '159'}, {'numLigne': '169'}, {'numLigne': '3B'}, {'numLigne': '69'}]"
LLMO,Le Clémois,47.13729352,-1.72257048,"[{'numLigne': '108'}, {'numLigne': '118'}, {'numLigne': '98'}]"
LLOR,La Lorie,47.23524557,-1.65700442,[{'numLigne': '93'}]
LMAR,La Marche,47.18067739,-1.65914283,[{'numLigne': '78'}]
LMBR,Lambert,47.17086407,-1.53964307,"[{'numLigne': '30'}, {'numLigne': 'LS'}]"
LMEE,La martinière,47.20633168,-1.78491058,[{'numLigne': '128'}]
LMIC,Louise Michel,47.2194594,-1.6132562,[{'numLigne': '59'}]
LMNE,Lemoine,47.23547339,-1.54752596,"[{'numLigne': '10'}, {'numLigne': '23'}]"
LMRI,Lamoricière,47.21445183,-1.57256911,"[{'numLigne': '11'}, {'numLigne': '23'}, {'numLigne': 'C1'}, {'numLigne': 'C3'}]"
LMTA,La Montagne,47.18845833,-1.6891889,"[{'numLigne': '138'}, {'numLigne': '158'}, {'numLigne': '78'}, {'numLigne': 'E8'}]"
LNAI,Le Nain,47.22663531,-1.60096082,"[{'numLigne': 'C20'}, {'numLigne': 'C6'}, {'numLigne': 'LO'}]"
LNOU,La Noue,47.14038786,-1.60769065,[{'numLigne': '98'}]
LNTT,Linot,47.26537241,-1.52614758,"[{'numLigne': '115'}, {'numLigne': '75'}, {'numLigne': 'C6'}, {'numLigne': 'LC'}]"
LOIR,Loire,47.24840854,-1.48656524,[{'numLigne': '80'}]
LOMB,Lombarderie,47.23358033,-1.55558686,"[{'numLigne': '10'}, {'numLigne': '23'}, {'numLigne': '2B'}]"
LONG,Longchamp,47.23484287,-1.58212605,"[{'numLigne': '3'}, {'numLigne': '3B'}]"
LPBA,Bac du Pellerin,47.20289715,-1.75490668,[{'numLigne': '78'}]
LPEL,Le Pellerin,47.20066234,-1.75949387,"[{'numLigne': '128'}, {'numLigne': '138'}, {'numLigne': '148'}, {'numLigne': '78'}, {'numLigne': 'E8'}]"
LPLE,La Plée,47.19318013,-1.46266938,"[{'numLigne': '152'}, {'numLigne': '162'}, {'numLigne': '27'}, {'numLigne': '60'}]"
LPME,La Plume,47.1949216,-1.50520704,"[{'numLigne': '102'}, {'numLigne': '28'}]"
LRAY,Le Gray 1,47.28422067,-1.5868064,[{'numLigne': 'LCO'}]
LRCH,La Roche,47.2164307,-1.51917709,[{'numLigne': 'C3'}]
LRHE,Les Roches,47.26318375,-1.58036688,"[{'numLigne': '116'}, {'numLigne': '2B'}, {'numLigne': '50'}, {'numLigne': '59'}, {'numLigne': 'C2'}]"
LRNE,Lourneau,47.199568,-1.49007979,"[{'numLigne': '102'}, {'numLigne': '122'}, {'numLigne': '152'}, {'numLigne': 'C9'}]"
LRYA,Le Gray 2,47.28331767,-1.58422529,[{'numLigne': 'LCO'}]
LSAL,La Salle,47.21420285,-1.68967199,"[{'numLigne': '91'}, {'numLigne': 'E1'}]"
LSLL,Les Salles,47.2503646,-1.53590959,[{'numLigne': '23'}]
LSOU,La Source,47.30567326,-1.55170423,"[{'numLigne': '116'}, {'numLigne': '126'}, {'numLigne': '86'}]"
LSYY,Léon Say,47.22960794,-1.56918121,[{'numLigne': '26'}]
LTOU,Le Tour,47.15160805,-1.68945617,[{'numLigne': '88'}]
LUNI,Lieu Unique,47.21601675,-1.54492372,"[{'numLigne': '54'}, {'numLigne': 'C2'}, {'numLigne': 'C3'}, {'numLigne': 'LS'}, {'numLigne': 'NA'}]"
LYBR,Lycée Brottier,47.16057526,-1.67771637,[{'numLigne': '88'}]
LYCQ,Lycée Estienne d'Orves,47.279391,-1.49195803,[{'numLigne': '115'}]
LYOR,Lycée d'Orbigny,47.154266,-1.68041263,"[{'numLigne': '108'}, {'numLigne': '128'}, {'numLigne': '138'}, {'numLigne': '158'}, {'numLigne': '88'}]"
LYPE,Lycée Appert,47.25107132,-1.61069729,"[{'numLigne': '111'}, {'numLigne': '119'}, {'numLigne': '129'}, {'numLigne': '139'}, {'numLigne': '189'}, {'numLigne': '89'}]"
LYRI,Lycée Rieffel,47.25547237,-1.64250784,"[{'numLigne': '149'}, {'numLigne': '159'}, {'numLigne': '69'}]"
LZCA,Lusançay,47.20267428,-1.58254569,[{'numLigne': 'C1'}]
MAAR,Maillardière,47.27395657,-1.63409107,"[{'numLigne': '179'}, {'numLigne': '79'}]"
MACH,MIN,47.20166722,-1.5537944,"[{'numLigne': '26'}, {'numLigne': 'LC'}]"
MADO,Mandon,47.16049398,-1.4706502,[{'numLigne': '47'}]
MAGA,Gare de Mauves,47.29318073,-1.3898298,[{'numLigne': '67'}]
MAI8,8 Mai,47.18921858,-1.55170053,"[{'numLigne': '2'}, {'numLigne': '3'}, {'numLigne': '38'}, {'numLigne': '3B'}, {'numLigne': '97'}]"
MALL,Mail,47.26905318,-1.61162839,"[{'numLigne': '179'}, {'numLigne': '79'}, {'numLigne': '89'}]"
MARR,Maison d'Arrêt,47.26640432,-1.50333251,[{'numLigne': '95'}]
MASS,Massigné,47.29887798,-1.57954203,[{'numLigne': 'LCO'}]
MATI,Matière,47.27639977,-1.44886845,[{'numLigne': '77'}]
MAUC,Centre De Mauves,47.29677512,-1.3928604,[{'numLigne': '67'}]
MAZE,Mazères,47.31362172,-1.35060463,[{'numLigne': '67'}]
MBLA,Mont Blanc,47.17673773,-1.55589286,"[{'numLigne': '30'}, {'numLigne': 'LS'}]"
MBOU,Mairie de Bouguenais,47.17901016,-1.61872647,[{'numLigne': '36'}]
MBRU,Moulin Brûlé,47.25946869,-1.65458039,"[{'numLigne': '139'}, {'numLigne': '149'}, {'numLigne': '159'}, {'numLigne': '169'}, {'numLigne': '69'}]"
MBSE,Moulin Boisseau,47.28838631,-1.48413143,[{'numLigne': '85'}]
MCAS,Moulin Cassé,47.25627992,-1.4691378,"[{'numLigne': '107'}, {'numLigne': '117'}, {'numLigne': '127'}, {'numLigne': '137'}, {'numLigne': '147'}, {'numLigne': '157'}, {'numLigne': '87'}, {'numLigne': 'C7'}]"
MCCO,Marché Commun,47.25967252,-1.49993852,[{'numLigne': '85'}]
MCHA,Mairie de Chantenay,47.20636707,-1.58783853,"[{'numLigne': '10'}, {'numLigne': '11'}, {'numLigne': '81'}, {'numLigne': 'C20'}, {'numLigne': 'LO'}]"
MCOU,Mairie de Couëron,47.21216975,-1.72706163,"[{'numLigne': '101'}, {'numLigne': '91'}, {'numLigne': 'E1'}]"
MCUR,Madame Curie,47.18912957,-1.55433651,[{'numLigne': '97'}]
MDAR,Maison des Arts,47.21192952,-1.61745893,"[{'numLigne': '23'}, {'numLigne': '59'}, {'numLigne': '81'}, {'numLigne': '91'}]"
MDEL,Mandel,47.20250088,-1.53707135,[{'numLigne': '26'}]
MDLA,Moulin des Landes,47.26199275,-1.48158345,"[{'numLigne': '107'}, {'numLigne': '147'}, {'numLigne': '87'}]"
MDNE,Madeleine,47.27534959,-1.48346404,[{'numLigne': '85'}]
MDOU,Mairie de Doulon,47.22699143,-1.51848401,"[{'numLigne': '1'}, {'numLigne': '12'}, {'numLigne': '137'}, {'numLigne': '147'}, {'numLigne': '157'}, {'numLigne': '87'}]"
MDPO,Moulin de Porterie,47.27583508,-1.51221479,"[{'numLigne': '115'}, {'numLigne': '75'}, {'numLigne': 'C6'}, {'numLigne': 'LC'}]"
MDRE,Madoire,47.26505118,-1.6389868,"[{'numLigne': '119'}, {'numLigne': '129'}, {'numLigne': '189'}, {'numLigne': '89'}]"
MDSI,Mondésir,47.21782484,-1.56871754,"[{'numLigne': '11'}, {'numLigne': '23'}, {'numLigne': '26'}, {'numLigne': '54'}, {'numLigne': 'C1'}, {'numLigne': 'C3'}, {'numLigne': 'C6'}]"
MDTH,Médiathèque,47.21116565,-1.56056518,"[{'numLigne': '1'}, {'numLigne': '11'}, {'numLigne': '1B'}, {'numLigne': '23'}, {'numLigne': 'C1'}, {'numLigne': 'LO'}]"
MEDI,Méditerranée,47.27115536,-1.48501673,[{'numLigne': '85'}]
MELI,Méliès,47.18159213,-1.55616656,[{'numLigne': '38'}]
META,Métairie,47.21389385,-1.69850583,"[{'numLigne': '101'}, {'numLigne': '71'}, {'numLigne': '91'}, {'numLigne': 'E1'}]"
MGAL,Marie Galante,47.26417032,-1.45104526,"[{'numLigne': '117'}, {'numLigne': '135'}, {'numLigne': '157'}, {'numLigne': '87'}]"
MGCH,Monge - Chauvinière,47.25365531,-1.5745097,"[{'numLigne': '116'}, {'numLigne': '126'}, {'numLigne': '86'}, {'numLigne': '96'}]"
MGDR,Mongendrière,47.29270544,-1.55433459,"[{'numLigne': '116'}, {'numLigne': '126'}, {'numLigne': '86'}, {'numLigne': '96'}, {'numLigne': 'LCE'}]"
MGEL,Margelle,47.27271181,-1.59416606,"[{'numLigne': '109'}, {'numLigne': '179'}]"
MGIN,Mangin,47.20160574,-1.54493569,"[{'numLigne': '2'}, {'numLigne': '26'}, {'numLigne': '3'}, {'numLigne': '3B'}, {'numLigne': 'LC'}]"
MGLI,Magnoliers,47.22667075,-1.60519444,[{'numLigne': '59'}]
MGNO,Mignonnerie,47.24314439,-1.48235363,[{'numLigne': '80'}]
MGUA,Mainguais,47.28266905,-1.48544315,[{'numLigne': '85'}]
MHDI,Mahaudières,47.18892461,-1.56039923,[{'numLigne': '97'}]
MHUI,Moulin à l'Huile,47.17776199,-1.5628891,"[{'numLigne': '33'}, {'numLigne': '38'}]"
MIAI,Minais,47.25709884,-1.46615358,"[{'numLigne': '107'}, {'numLigne': '117'}, {'numLigne': '127'}, {'numLigne': '137'}, {'numLigne': '147'}, {'numLigne': '157'}, {'numLigne': '87'}, {'numLigne': 'C7'}]"
